name,categories,address,price,rating,cuisine1,cuisine2,cuisine3,temp,no_Of_cusines
such,Coffee Shop,"Moon Tower (King Fahad Street), الرياض 12341, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
golden brasil coffee,Coffee Shop,"الرياض 12343, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
day cup,Café,"Al Worod, الرياض 11522, المملكة العربية السعودية",Cheap,6.4,Café,,,2,1
street burger,"Food Truck, Burger Joint","مترو الرياض (العروبة), الرياض 12432, المملكة العربية السعودية",Cheap,6.8,Food Truck, Burger Joint,,1,2
guthu restaurant,Indian Restaurant,"Al Subewy St., الرياض, المملكة العربية السعودية",Moderate,5.6,Indian Restaurant,,,2,1
goozy,Middle Eastern Restaurant,"Khurais road, near IIS-Riyadh, Rawdah-1 (Exit 24), الرياض, المملكة العربية السعودية",Moderate,7.3,Middle Eastern Restaurant,,,2,1
del monte,"Sandwich Place, Juice Bar","Khuris Rd., الرياض, المملكة العربية السعودية",Cheap,7.6,Sandwich Place, Juice Bar,,1,2
albalad restaurent,Middle Eastern Restaurant,"Khurais Branch Road (Buraidah), الرياض 14212, المملكة العربية السعودية",Moderate,5.8,Middle Eastern Restaurant,,,2,1
gourmet cafe,Coffee Shop,"Imam Al Shafe Street, الرياض 14222, المملكة العربية السعودية",Cheap,8.7,Coffee Shop,,,2,1
address cafe drive thru,Coffee Shop,"Imam Shafree Street, الرياض, المملكة العربية السعودية",Cheap,9.0,Coffee Shop,,,2,1
"dest, specialty coffee",Coffee Shop,"شارع الامام الشافعي (خريص), الرياض 14221, المملكة العربية السعودية",Cheap,8.8,Coffee Shop,,,2,1
non-stop breakfast,"Breakfast Spot, Coffee Shop","Imam Alshafiyi St (Prince Majed Bin Abdulaziz St), الرياض 14212, المملكة العربية السعودية",Cheap,7.9,Breakfast Spot, Coffee Shop,,1,2
sense cafe,Café,"Imam Al Shafiyi Street, الرياض, المملكة العربية السعودية",Cheap,6.7,Café,,,2,1
burgy the real burger,"Burger Joint, American Restaurant","Al-Manar (Emam Al-Shafaie), الرياض, المملكة العربية السعودية",Cheap,6.1,Burger Joint, American Restaurant,,1,2
auber cafe,Café,"ابن النفيس، المنار، الرياض (ابي العتاهية), الرياض 14222, المملكة العربية السعودية",Cheap,6.5,Café,,,2,1
the crep house,Restaurant,"الرياض, المملكة العربية السعودية",Moderate,6.8,Restaurant,,,2,1
tea banda,Tea Room,"سد صفار, الرياض 13731, المملكة العربية السعودية",Moderate,8.6,Tea Room,,,2,1
ice cream station,"Ice Cream Shop, Food Truck","الرياض 12572, المملكة العربية السعودية",Cheap,7.4,Ice Cream Shop, Food Truck,,1,2
angelina,"French Restaurant, Lounge, Diner","Diriyah Oasis, الرياض 13711, المملكة العربية السعودية",Expensive,6.0,French Restaurant, Lounge, Diner,0,3
dunkin' doun,Donut Shop,المملكة العربية السعودية,Cheap,6.6,Donut Shop,,,2,1
wayne’s coffee,Café,"King Saudi University Colleges Of Business Administration, الرياض 12372, المملكة العربية السعودية",Cheap,6.8,Café,,,2,1
fatburger,Burger Joint,المملكة العربية السعودية,Cheap,6.6,Burger Joint,,,2,1
dunkin’ donuts - college of science,Donut Shop,"الرياض 12371, المملكة العربية السعودية",Cheap,8.3,Donut Shop,,,2,1
sugar sprinkles,Cupcake Shop,"King Saud University (Turki Alawal), الرياض 11564, المملكة العربية السعودية",Moderate,7.9,Cupcake Shop,,,2,1
copper code,"Coffee Shop, Café","الرياض, المملكة العربية السعودية",Cheap,6.4,Coffee Shop, Café,,1,2
caribou  ksu 21,Coffee Shop,"الرياض, المملكة العربية السعودية",Cheap,7.7,Coffee Shop,,,2,1
artista,"Café, Coffee Shop","King Saud University (Girls New Campus) (Dur3ya /1st Turky Across King Abdullah Street), Riyadh, المملكة العربية السعودية",Cheap,5.1,Café, Coffee Shop,,1,2
shots,Coffee Shop,"Prince Turki Ibn Abdulaziz Al Awwal Rd, الرياض 12362, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
mug coffee & roastery,Coffee Shop,"Prince Turki Ibn Abdulaziz Al Awwal Rd (مقابل جامعة الملك سعود), الرياض 12362, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
ovvi lounge & restaurant,"American Restaurant, Lounge","Prince Turki Bin Abdulaziz Al Awal Rd., الرياض, المملكة العربية السعودية",Moderate,8.5,American Restaurant, Lounge,,1,2
jose cafe at u walk,Italian Restaurant,"الرياض 12362, المملكة العربية السعودية",Moderate,6.3,Italian Restaurant,,,2,1
pandemic night club,Café,"طريق الأمير تركي بن عبدالعزيز الأول، المحمدية, الرياض 12362, المملكة العربية السعودية",Cheap,7.5,Café,,,2,1
chef’s,"BBQ Joint, Steakhouse","الرياض 12362, المملكة العربية السعودية",Moderate,9.0,BBQ Joint, Steakhouse,,1,2
pão,"Sandwich Place, Juice Bar, Café","Takhassusi St., الرياض 12361, المملكة العربية السعودية",Cheap,8.9,Sandwich Place, Juice Bar, Café,0,3
split coffee,Coffee Shop,"Takhassusi St (King Abdullah Rd), الرياض 12361, المملكة العربية السعودية",Cheap,7.9,Coffee Shop,,,2,1
meem cafe,Café,"الرياض 12362, المملكة العربية السعودية",Cheap,6.2,Café,,,2,1
latitude 24 - le meridien lobby,Coffee Shop,"olaya (olaya street), الرياض 12253, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
la piazza,Italian Restaurant,"Sheraton Riyadh Hotel & Towers, الرياض 11623, المملكة العربية السعودية",Moderate,7.7,Italian Restaurant,,,2,1
buger boutique,American Restaurant,المملكة العربية السعودية,Moderate,8.5,American Restaurant,,,2,1
the lounge,Restaurant,"Sheraton Riyadh Hotel & Towers, الرياض, المملكة العربية السعودية",Moderate,7.8,Restaurant,,,2,1
dippingo choco lounge,Café,"King Fahad Road (King Abdullah Road), الرياض, المملكة العربية السعودية",Cheap,5.5,Café,,,2,1
al bustan,Middle Eastern Restaurant,"Sheraton Riyadh Hotel & Towers, الرياض, المملكة العربية السعودية",Moderate,6.4,Middle Eastern Restaurant,,,2,1
casho,Fried Chicken Joint,"King Abdullah Road, الرياض 12343, المملكة العربية السعودية",Cheap,7.6,Fried Chicken Joint,,,2,1
alkhafif,Middle Eastern Restaurant,المملكة العربية السعودية,Moderate,7.4,Middle Eastern Restaurant,,,2,1
coffee secret,Café,"حي حراء، شارع الامير سلطان بن سلمان بن عبدالعزيز (Woroud), الرياض, المملكة العربية السعودية",Cheap,7.2,Café,,,2,1
7 o'clock cafe,"Coffee Shop, Café","الرياض, المملكة العربية السعودية",Cheap,7.7,Coffee Shop, Café,,1,2
dutchee,Coffee Shop,"الرياض (حي الورود), الرياض 12254, المملكة العربية السعودية",Cheap,8.4,Coffee Shop,,,2,1
kebda wsadagnaha,Middle Eastern Restaurant,"الرياض 12254, المملكة العربية السعودية",Moderate,5.9,Middle Eastern Restaurant,,,2,1
"warung pojok, indonesia restaurant",Asian Restaurant,"الرياض, المملكة العربية السعودية",Moderate,7.4,Asian Restaurant,,,2,1
kaido,Café,"6865 King Abdul Aziz Branch Rd, Salahuddin, Riyadh 12432 (King Abdul Aziz Branch Rd), الرياض 12432, المملكة العربية السعودية",Cheap,6.3,Café,,,2,1
seen ba cafe,Café,"الرياض 12254, المملكة العربية السعودية",Cheap,6.4,Café,,,2,1
camilla cooffe,Coffee Shop,"food trucks, الرياض 12432, المملكة العربية السعودية",Cheap,8.1,Coffee Shop,,,2,1
breakout coffee,"Coffee Shop, Food Truck, Café","Metro Centre Visitors Showroom (Al Orobah), الرياض 12432, المملكة العربية السعودية",Cheap,7.2,Coffee Shop, Food Truck, Café,0,3
slider code,"Burger Joint, American Restaurant","Slider Code (Al Urubah Road), الرياض 12432, المملكة العربية السعودية",Cheap,6.4,Burger Joint, American Restaurant,,1,2
bright,"Food Truck, Juice Bar","الرياض 12432, المملكة العربية السعودية",Cheap,5.2,Food Truck, Juice Bar,,1,2
mushroom shake,Food Truck,"العروبه (الملك عبدالعزيز), الرياض 12432, المملكة العربية السعودية",Cheap,8.3,Food Truck,,,2,1
kashmir restaurant,Indian Restaurant,"Hafsah Bint Omar Street, الرياض, المملكة العربية السعودية",Moderate,6.5,Indian Restaurant,,,2,1
average café,Café,"Hafsah Bint Umar St. (beside by Bank Fransi), الرياض 13211, المملكة العربية السعودية",Cheap,8.4,Café,,,2,1
café_et_dessert (café et dessert),"Coffee Shop, Dessert Shop","Khurais Rd. (Al Talib), الرياض 11532, المملكة العربية السعودية",Cheap,7.9,Coffee Shop, Dessert Shop,,1,2
j.co donuts & coffee,"Donut Shop, Coffee Shop","Khurais Branch Road (Exit 13), الرياض 13211, المملكة العربية السعودية",Cheap,8.7,Donut Shop, Coffee Shop,,1,2
madami restaurant,Restaurant,"Khurais Rd., الرياض 14212, المملكة العربية السعودية",Moderate,6.2,Restaurant,,,2,1
eve coffee,Coffee Shop,"Al Manar (Al Imam Ash Shafii), الرياض 14221, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
eva caffee,Coffee Shop,"الرياض 14221, المملكة العربية السعودية",Cheap,7.3,Coffee Shop,,,2,1
woknwish,"Asian Restaurant, Fast Food Restaurant","Imam Al Shafiyi St, الرياض 14221, المملكة العربية السعودية",Moderate,8.2,Asian Restaurant, Fast Food Restaurant,,1,2
cafe bateel,Café,"الرياض 13711, المملكة العربية السعودية",Cheap,7.1,Café,,,2,1
burger boutique,Burger Joint,"Burger Boutique (Riyadh Oasis), الرياض 13711, المملكة العربية السعودية",Cheap,7.9,Burger Joint,,,2,1
trieste,Café,"الرياض 13711, المملكة العربية السعودية",Cheap,7.1,Café,,,2,1
madeleine,French Restaurant,"الرياض 13711, المملكة العربية السعودية",Expensive,7.3,French Restaurant,,,2,1
blac,Burger Joint,"الرياض 13711, المملكة العربية السعودية",Cheap,5.6,Burger Joint,,,2,1
le relais de l’entrecôte,"Steakhouse, French Restaurant, Swiss Restaurant","Diryah, الرياض 13711, المملكة العربية السعودية",Very Expensive,7.9,Steakhouse, French Restaurant, Swiss Restaurant,0,3
baozi,Asian Restaurant,"الرياض 13711, المملكة العربية السعودية",Moderate,8.3,Asian Restaurant,,,2,1
mayrig at diriyah oasis,Restaurant,"Diriyah (Oasis), الرياض 13711, المملكة العربية السعودية",Moderate,7.8,Restaurant,,,2,1
eggsactly,Breakfast Spot,"AlNakheel district, الرياض 12373, المملكة العربية السعودية",Cheap,9.1,Breakfast Spot,,,2,1
one way burger,Burger Joint,"Riyadh hub, الرياض 12393, المملكة العربية السعودية",Cheap,8.4,Burger Joint,,,2,1
fennec coffee,Coffee Shop,"الرياض 12393, المملكة العربية السعودية",Cheap,8.2,Coffee Shop,,,2,1
kabi specialty coffee,"Coffee Shop, Café","King Saud University, الرياض 12371, المملكة العربية السعودية",Cheap,6.0,Coffee Shop, Café,,1,2
versai,Café,"الرياض 12371, المملكة العربية السعودية",Cheap,5.2,Café,,,2,1
venti,Coffee Shop,"6989 Prince Turki Alawwal Rd Riyadh, Saudi Arabia, الرياض 12364, المملكة العربية السعودية",Cheap,7.6,Coffee Shop,,,2,1
&sip by tihama,Coffee Shop,"The Zone (Takhssusi), الرياض 12362, المملكة العربية السعودية",Cheap,8.3,Coffee Shop,,,2,1
jarlicious lounge,"Lounge, Café, Pastry Shop","The Zone (Takhassusi street), الرياض 12362, المملكة العربية السعودية",Expensive,8.7,Lounge, Café, Pastry Shop,0,3
cappuccino café,Café,"الرياض 12362, المملكة العربية السعودية",Cheap,6.2,Café,,,2,1
catch 22,Restaurant,"The Zone, الرياض 12364, المملكة العربية السعودية",Moderate,7.6,Restaurant,,,2,1
gürkan şef •steakhouse•,Steakhouse,"الرياض, المملكة العربية السعودية",Very Expensive,8.0,Steakhouse,,,2,1
astr*a,"Coffee Shop, Café","Takhassusi St, الرياض 12364, المملكة العربية السعودية",Cheap,6.9,Coffee Shop, Café,,1,2
also,Restaurant,"الرياض 12362, المملكة العربية السعودية",Moderate,7.6,Restaurant,,,2,1
le vert,"Restaurant, Flower Shop, Café","The Zone, الرياض 12362, المملكة العربية السعودية",Moderate,8.3,Restaurant, Flower Shop, Café,0,3
ice cream 36 & coffee,"Ice Cream Shop, Coffee Shop","الرياض 12363, المملكة العربية السعودية",Cheap,9.2,Ice Cream Shop, Coffee Shop,,1,2
joy cafe,Café,"الرياض, المملكة العربية السعودية",Cheap,7.0,Café,,,2,1
black spoon,"Restaurant, Bistro","takhhassusi, الرياض 12362, المملكة العربية السعودية",Moderate,6.8,Restaurant, Bistro,,1,2
okto,Greek Restaurant,"الرياض 12362, المملكة العربية السعودية",Moderate,8.2,Greek Restaurant,,,2,1
ruhi indian restaurant,Indian Restaurant,"The Zone Complex, Al Takhasousi Street (Al Mohammadiyyah), الرياض 12362, المملكة العربية السعودية",Moderate,8.1,Indian Restaurant,,,2,1
wasabi,"Sushi Restaurant, Japanese Restaurant","The Zone, الرياض 12362, المملكة العربية السعودية",Moderate,5.7,Sushi Restaurant, Japanese Restaurant,,1,2
makery coffee,Coffee Shop,"الرياض 12363, المملكة العربية السعودية",Cheap,6.5,Coffee Shop,,,2,1
% arabica,Coffee Shop,"Takhassusi St (The Zone), الرياض, المملكة العربية السعودية",Cheap,7.2,Coffee Shop,,,2,1
texas chicken,"Fast Food Restaurant, Fried Chicken Joint","King Abdullah Rd., الرياض, المملكة العربية السعودية",Cheap,6.4,Fast Food Restaurant, Fried Chicken Joint,,1,2
dunkin' donuts (dunkin donuts sasco),Donut Shop,"King abdullah st., الرياض, المملكة العربية السعودية",Cheap,8.5,Donut Shop,,,2,1
"dukkin donuts ,  sasco",Coffee Shop,"الرياض 12271, المملكة العربية السعودية",Cheap,8.0,Coffee Shop,,,2,1
onza cafe,Café,"الرياض 12272, المملكة العربية السعودية",Cheap,8.2,Café,,,2,1
entercôte de paris,Steakhouse,"الرياض, المملكة العربية السعودية",Very Expensive,6.2,Steakhouse,,,2,1
re: juice,Juice Bar,"الرياض 12254, المملكة العربية السعودية",Cheap,6.6,Juice Bar,,,2,1
java cafe drive thru,Café,"الرياض, المملكة العربية السعودية",Cheap,7.1,Café,,,2,1
