name,categories,address,lat,lng,price,likes,photos,tips,rating,ratingSignals
عوار قلب,Juice Bar,"يورمارشيه (قدام شارع التخصصي), الرياض, المملكة العربية السعودية",24.706704616644892,46.6673358972205,Cheap,11.0,9,3,8.1,12.0
Steak House (ستيك هاوس),Steakhouse,"Takhassusi St. (Orouba St.), الرياض, المملكة العربية السعودية",24.70821757952516,46.66440771677065,Very Expensive,78.0,182,45,6.5,131.0
Sowa Cafe,Café,"Sowa Cafe (Al Orouba With Al Takhasusi), الرياض 12333, المملكة العربية السعودية",24.708391,46.664716,Cheap,10.0,72,2,5.9,18.0
Nobu,Japanese Restaurant,"84 Street (84 Street), الرياض 12214, المملكة العربية السعودية",24.706068,46.675534000000006,Moderate,133.0,941,30,8.2,186.0
Raising Cane's (ريزينج كينز),Fried Chicken Joint,المملكة العربية السعودية,24.708278,46.669758,Cheap,12.0,30,4,8.6,14.0
Gloria Jean’s Coffees,Coffee Shop,"الرياض, المملكة العربية السعودية",24.70615903366429,46.675199942975944,Cheap,11.0,44,5,6.7,18.0
Dunkin’ Dounts-Alinma Head Office,Donut Shop,"Alanoud Tower (B2), الرياض 12214, المملكة العربية السعودية",24.70681009945721,46.67498617242238,Cheap,5.0,34,0,7.8,6.0
Mango Village (‏قرية المانجا),Juice Bar,"الرياض, المملكة العربية السعودية",24.70066700000001,46.67365,Cheap,12.0,12,4,7.5,17.0
Basbosa Time (بسبوسة تايم),Dessert Shop,"Musa Ibn Nusair St, الرياض 12333, المملكة العربية السعودية",24.700933,46.674245,Cheap,10.0,9,3,6.9,13.0
Starbucks (ستاربكس),Coffee Shop,"Olaya St (Mousa Bin Nusair St), الرياض 12214, المملكة العربية السعودية",24.704860394420308,46.679163867358064,Expensive,2477.0,4548,261,8.9,2936.0
Dunkin' Donuts (دانكن دونتس),Donut Shop,"Akaria (Moussa Bin Nosseir), الرياض 12241, المملكة العربية السعودية",24.70425133814673,46.681886679579115,Cheap,428.0,882,70,8.0,578.0
19 Gram,Coffee Shop,"Olaya st (Musa Ibn Nusair), الرياض, المملكة العربية السعودية",24.704144431791462,46.68030454899335,Cheap,157.0,816,74,7.8,227.0
CHAMONIX CAFE (شامونيه كافيه),Coffee Shop,"Olaia (Al Wadi Al Awsat st.), الرياض, المملكة العربية السعودية",24.70825540429739,46.67617678642273,Moderate,364.0,874,119,7.6,529.0
Dunkin',"Donut Shop, Coffee Shop, Café","الرياض 12214, المملكة العربية السعودية",24.705365,46.677246,Cheap,7.0,144,2,8.0,8.0
Coffee Day (يوم القهوة),"Coffee Shop, Café","Olaya St. (King Fahad Rd.), الرياض 12214, المملكة العربية السعودية",24.7078292445417,46.67465762858985,Cheap,534.0,495,126,7.8,731.0
Fairouz Garden (فيروز جاردن),"Lebanese Restaurant, Middle Eastern Restaurant","طريق الملك فهد (King Fahad Rd.), الرياض, المملكة العربية السعودية",24.70794176616293,46.67509644485072,Expensive,1242.0,2202,417,6.9,1873.0
Greens,"Salad Place, Sandwich Place","Olaya St, Akaria Mall, Akaria 3, Riyadh 12244, الرياض 12214, المملكة العربية السعودية",24.70640281003581,46.67899839905281,Cheap,222.0,509,91,7.9,322.0
Bagel & Bread,Bagel Shop,"Musa Bin Nosair St. (Olaya St.), الرياض, المملكة العربية السعودية",24.703892922393212,46.68154253512082,Cheap,126.0,121,36,7.9,180.0
Golden Lobster (مطعم الربيان الذهبي),Seafood Restaurant,"Al Olaya (Olaya Rd), الرياض 12214, المملكة العربية السعودية",24.7046117891382,46.67846331045978,Expensive,242.0,369,161,7.8,354.0
Bosna Cafe (بوسنا كافيه),Coffee Shop,"2nd Akaria (Olaya st), الرياض 11111, المملكة العربية السعودية",24.704596012343305,46.679856153388656,Cheap,27.0,116,13,5.7,57.0
Starbucks,Coffee Shop,"Olaya (mousa bin alnossir), الرياض 12214, المملكة العربية السعودية",24.70338088201541,46.67969293399339,Cheap,47.0,123,4,9.0,51.0
Subway (صب واي),"Sandwich Place, Fast Food Restaurant","Olaya Rd, الرياض, المملكة العربية السعودية",24.705099271965626,46.6800799573054,Cheap,47.0,35,8,7.6,64.0
Subway,"Sandwich Place, Fast Food Restaurant","King Fahad Rd, الرياض 12214, المملكة العربية السعودية",24.70777882798502,46.675292736912574,Cheap,4.0,9,0,8.0,6.0
Golden Palace (القصر الذهبي),Chinese Restaurant,"Olaya (Musa Bin Naseer), الرياض, المملكة العربية السعودية",24.703228797731857,46.681263204675645,Cheap,99.0,124,60,6.7,168.0
Molokai Cafe,"Coffee Shop, Café","مولوكاي كافيه molokai cafe، 9259 Al Awsat Valley St, Al Olaya, Riyadh 12214 2430, الرياض 12214, المملكة العربية السعودية",24.70843633191609,46.67571833604638,Cheap,59.0,328,15,7.4,83.0
تمور الصالحية,Dessert Shop,"King Fahd Service Road, الرياض, المملكة العربية السعودية",24.707427634118194,46.67485849859865,Cheap,46.0,32,7,7.4,60.0
Chocolata Café (شوكولاتا كافيه),Café,"King Fahd Rd., الرياض, المملكة العربية السعودية",24.708181088399648,46.67528023978137,Cheap,202.0,500,90,6.9,308.0
Dr. Cafe,Café,"Dr. Sulaiman Al-Habib Maternity Hospital (King Fahd Road), الرياض, المملكة العربية السعودية",24.70418650701437,46.6775386365102,Cheap,32.0,38,15,8.6,40.0
Starbucks (ستاربكس),Coffee Shop,"Olaya Rd (at Mousa Bin Nusai St), الرياض, المملكة العربية السعودية",24.70345405697273,46.679780037903086,Cheap,27.0,58,8,8.4,32.0
House of Donuts (بيت الدونات),"Coffee Shop, Donut Shop","Akaria Plaza II (Olaya St.), الرياض, المملكة العربية السعودية",24.704616992232772,46.67991833417673,Cheap,16.0,61,3,7.4,22.0
Corsini Café (كورسيني كافية),Café,"Olaya Rd (at Mousa Bin Nusair St), الرياض 12214, المملكة العربية السعودية",24.705710128197268,46.67950679649726,Cheap,159.0,408,72,5.9,276.0
Gala Steak-Inn (جالا ستيك - إن),Steakhouse,"Silicon Buildings, الرياض, المملكة العربية السعودية",24.70506358040209,46.68537306523965,Very Expensive,137.0,183,71,7.0,227.0
Cleanse & Glow,Juice Bar,"الرياض, المملكة العربية السعودية",24.705644025559486,46.685612132920895,Cheap,84.0,35,26,7.2,126.0
AlSaaj AlReefi الصاج الريفي,Middle Eastern Restaurant,"Tahlia St., الرياض, المملكة العربية السعودية",24.697670801941424,46.68615747124218,Moderate,97.0,209,35,7.5,147.0
Pampa Grill (بامبا قريل),Argentinian Restaurant,"Narcissus Hotel, الرياض, المملكة العربية السعودية",24.69601902395797,46.68361236556439,Very Expensive,292.0,502,137,7.7,434.0
Nespresso (نسبريسو),Coffee Shop,"Al Olaya Rd (Olaya St), الرياض, المملكة العربية السعودية",24.69765313118763,46.68397755814844,Cheap,181.0,214,67,8.9,220.0
Tea Gschwendner (شاي غشفندنر),Tea Room,"Centria Mall (Olaya St), الرياض 12241, المملكة العربية السعودية",24.69751296808053,46.683786946934546,Moderate,17.0,20,9,7.2,26.0
Magnolia Lounge,Restaurant,"Narcissus Hotel, الرياض, المملكة العربية السعودية",24.696328474069553,46.683452730977386,Moderate,31.0,89,15,6.4,55.0
Shawarma House (بيت الشاورما),Shawarma Place,"Prince Mamdouh St, الرياض, المملكة العربية السعودية",24.70842577736681,46.6873479577604,Cheap,2011.0,1022,463,8.5,2585.0
Starbucks (ستاربكس),Coffee Shop,"Al-Jazera Market (Mussa Bin Naseer Street), الرياض 12241, المملكة العربية السعودية",24.706783,46.688994,Cheap,14.0,199,5,8.2,20.0
Tea Taste,Tea Room,"الرياض 12242, المملكة العربية السعودية",24.7072586564336,46.69068360903011,Moderate,87.0,127,11,8.6,111.0
KaliKafe,Coffee Shop,"الرياض, المملكة العربية السعودية",24.70596393659468,46.68791308929834,Cheap,29.0,13,3,7.0,42.0
Gobblers (غوبلرز),Fast Food Restaurant,"الرياض 12242, المملكة العربية السعودية",24.707485586128648,46.690518479339005,Cheap,41.0,62,29,7.9,65.0
Subway (صب واي),Sandwich Place,"Tahlia St., الرياض, المملكة العربية السعودية",24.70294634607537,46.6990120809295,Cheap,135.0,152,26,8.5,170.0
Le Relais de l'Entrecôte (لوروليه دو لانتغيكوت),"French Restaurant, Steakhouse","Prince Mohammad Bin Abdulaziz Rd., الرياض, المملكة العربية السعودية",24.70415176806517,46.702318048952506,Expensive,3337.0,5900,760,8.7,4352.0
L'ETO,Café,"Tahlia St, الرياض 12223, المملكة العربية السعودية",24.70458256717181,46.703194014401646,Cheap,566.0,2143,151,8.6,730.0
Eataly (إيتالي),"Italian Restaurant, Gourmet Shop, Café","Tahlia St. (Prince Muhammed Bin Abdulaziz Road), الرياض, المملكة العربية السعودية",24.70409492686067,46.702825682942134,Moderate,2462.0,3461,822,8.7,3297.0
Boga Superfoods (بوقا),"Sandwich Place, Salad Place","Tahlia St (Tahlia Street), الرياض 12243, المملكة العربية السعودية",24.705645,46.704701,Cheap,147.0,356,41,9.3,170.0
Kampai (كمباي),Japanese Restaurant,"Tahlia St., الرياض, المملكة العربية السعودية",24.70401646814694,46.70218872799922,Expensive,3177.0,3653,1029,8.5,4280.0
Karam Beirut (كرم بيروت),Lebanese Restaurant,"Prince Mohammad bin Abdulaziz Rd, الرياض, المملكة العربية السعودية",24.7037856059434,46.70198546438918,Expensive,1569.0,1882,567,7.3,2340.0
AGUS (أقوس),Asian Restaurant,"Al-Tahlia St, الرياض, المملكة العربية السعودية",24.704188516336988,46.70241897549443,Moderate,943.0,1579,453,8.4,1353.0
Signature (سجنتشر),Juice Bar,"Prince Muhammad Ibn Abdul Aziz Rd., الرياض 12223, المملكة العربية السعودية",24.70343022485001,46.70044027203282,Cheap,595.0,684,77,9.1,696.0
Five Guys (فايڤ جايز),Burger Joint,"4774 Prince Mohammed bin Abdulaziz Road, الرياض, المملكة العربية السعودية",24.705013903889512,46.70273708949868,Cheap,13.0,634,74,4.9,109.0
Abu Al Hous (أبو الهوس),Dessert Shop,"Al-Sulaimaniyah, الرياض, المملكة العربية السعودية",24.70618870813352,46.69967565926034,Moderate,539.0,305,99,9.0,640.0
Abu Jbara (ابو جبارة),Falafel Restaurant,"Al Sullaimaniya, الرياض, المملكة العربية السعودية",24.708493518346692,46.69852927579393,Cheap,1017.0,295,260,8.7,1294.0
Chili's (تشيليز),"Tex-Mex Restaurant, American Restaurant","Tahlia St., الرياض, المملكة العربية السعودية",24.703645112508315,46.70111487425382,Expensive,1412.0,1601,364,7.6,2045.0
Bayader Al Quds (بيادر القدس),Middle Eastern Restaurant,"الرياض, المملكة العربية السعودية",24.707834363055,46.6990478472632,Moderate,179.0,119,44,8.2,227.0
dip n dip (ديب إن ديب),"Café, Dessert Shop","Tahlia St, الرياض, المملكة العربية السعودية",24.70461572788949,46.70345372166162,Moderate,1052.0,819,324,6.7,1638.0
Urth Caffé (إيرث كافيه),Café,"Tahlia St (‪Prince Abdulaziz Bin Musaed Bin Jalawi St‬), الرياض 13713, المملكة العربية السعودية",24.705572646432465,46.70566818950311,Cheap,8975.0,24887,2240,9.1,11403.0
WAGYU (واقيو),Burger Joint,"8563 Prince Abdulaziz Ibn Musaid Ibn Jalawi St (Dhabab St), الرياض 12234, المملكة العربية السعودية",24.706842,46.70783400000001,Cheap,2425.0,9550,780,9.1,3012.0
Verdure (فيردور),"Café, Modern European Restaurant","5058 Prince Muhammad Ibn Abdulaziz Branch Rd, As Sulimaniyah, Riyadh 12243 7061, Saudi Arabia (Ahmad Bin Afif Street), الرياض 12243, المملكة العربية السعودية",24.705672,46.705455,Cheap,1456.0,3251,544,8.4,1790.0
l'Olimpo,Italian Restaurant,"Ibn Abi Al Sarh St (التحليه), الرياض 12234, المملكة العربية السعودية",24.70485980576948,46.70629689930344,Moderate,317.0,1246,119,8.3,435.0
illy Caffè,Coffee Shop,"Prince Abulaziz Bin Musad Bin Jalawi St, الرياض 12234, المملكة العربية السعودية",24.706740349700972,46.707417985985096,Cheap,193.0,717,35,8.5,238.0
Gontran Cherrier,Bakery,"الرياض 12234, المملكة العربية السعودية",24.706665,46.707622,Cheap,65.0,397,15,7.1,105.0
Takya,Restaurant,"الرياض 12234, المملكة العربية السعودية",24.706681,46.707915,Moderate,108.0,539,51,8.3,146.0
Sushi Yoshi (سوشي يوشي),Sushi Restaurant,"Prince Abdulaziz Bin Musaed Bin Jalawi St (Tahlia St), الرياض, المملكة العربية السعودية",24.704802262438715,46.70627989986146,Expensive,1240.0,1229,438,8.0,1783.0
Abanat Compound Cofee Shop,Coffee Shop,المملكة العربية السعودية,24.703744506978307,46.70813757308366,Cheap,16.0,132,2,6.8,24.0
Eleven 11 (احدى عشرة ١١),Café,"الرياض 12234, المملكة العربية السعودية",24.70863064741747,46.70897483825684,Cheap,43.0,237,17,7.4,63.0
Kaaki Bakery (مخابز الكعكي),Bakery,"Sultan Bin Abdul Aziz, الرياض, المملكة العربية السعودية",24.70387556656964,46.71516469593331,Cheap,313.0,156,71,8.9,383.0
Starbucks,Coffee Shop,"Inside Hyatt Place Hotel, الرياض 12234, المملكة العربية السعودية",24.70720456604033,46.70829903792761,Cheap,14.0,50,3,8.4,16.0
Shrimplus (شريمبلس),Seafood Restaurant,"Sulaimaniya (Dabab Street), الرياض 12234, المملكة العربية السعودية",24.706908,46.708078,Expensive,12.0,31,5,7.6,14.0
pause cafe (بوز كافيه),Café,"الرياض (شارع الأمير عبد العزيز بن مساعد بن جلوي), الرياض, المملكة العربية السعودية",24.702712787098193,46.70575046475936,Cheap,9.0,36,5,6.7,15.0
Crepe House,Café,"الرياض 12234, المملكة العربية السعودية",24.70277954610188,46.70575339097507,Cheap,11.0,63,9,6.1,23.0
Tiger Cookies (تايقر كوكيز),"Dessert Shop, Coffee Shop","الرياض 12234, المملكة العربية السعودية",24.70296703640412,46.705865275756686,Cheap,31.0,74,25,6.4,49.0
Nozomi To Go (نوزومي تو غو),Japanese Restaurant,"الرياض 12234, المملكة العربية السعودية",24.70119064379525,46.705108237218,Moderate,17.0,27,3,7.1,25.0
Caribou Coffee (كاريبو كوفي),Coffee Shop,"King Abdulaziz Rd. (Abi Bakr As Siddiq Rd.), الرياض 12431, المملكة العربية السعودية",24.708436,46.713699,Cheap,1.0,5,3,7.7,3.0
